sex,address,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,romantic,famrel,freetime,goout,health,absences,G
F,R,A,high school,junior high,15 to 30 min,5 to 10 hours,2,no,yes,no,no,no,yes,average,average,low,bad,6,F
F,U,T,elementary,elementary,<15 min,5 to 10 hours,1,no,no,no,yes,no,yes,excellent,average,very low,average,6,F
M,R,T,elementary,elementary,15 to 30 min,<2 hours,1,no,no,no,yes,no,no,good,high,average,good,0,F
F,R,T,elementary,elementary,15 to 30 min,<2 hours,1,no,no,no,no,no,yes,average,low,average,bad,4,D
F,U,T,elementary,elementary,15 to 30 min,2 to 5 hours,1,no,yes,no,no,yes,yes,very bad,very low,high,very bad,12,F
F,R,A,junior high,junior high,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,average,average,low,average,2,D
F,U,T,none,elementary,15 to 30 min,<2 hours,0,no,no,no,yes,yes,no,bad,high,high,very good,5,F
F,R,T,elementary,junior high,<15 min,2 to 5 hours,0,no,no,no,yes,no,no,good,high,very high,average,0,F
F,U,T,high school,high school,<15 min,<2 hours,0,no,no,no,yes,no,yes,good,very high,high,good,0,C
F,R,T,elementary,elementary,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,good,high,high,good,2,B
M,U,T,high school,high school,15 to 30 min,10 hours,1,no,yes,yes,yes,yes,no,excellent,high,very high,very good,0,D
F,U,T,junior high,elementary,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,no,excellent,average,average,very bad,0,B
F,U,T,junior high,junior high,<15 min,<2 hours,0,no,yes,yes,yes,yes,yes,good,low,very high,very good,0,A
M,U,T,elementary,junior high,<15 min,<2 hours,1,no,yes,no,yes,no,yes,excellent,average,very high,very bad,12,F
M,U,T,college,high school,<15 min,<2 hours,0,no,no,no,yes,yes,no,good,low,very high,very good,8,C
M,R,T,junior high,junior high,30 min to 1 hr,10 hours,1,no,yes,no,no,yes,no,very bad,average,very high,average,2,F
F,U,T,elementary,elementary,<15 min,10 hours,0,yes,yes,no,yes,yes,no,bad,low,very low,very good,0,B
F,U,T,junior high,junior high,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,excellent,high,very high,very bad,0,C
F,R,T,elementary,elementary,15 to 30 min,<2 hours,0,no,yes,no,yes,yes,yes,good,high,very high,very good,0,D
F,U,T,high school,high school,15 to 30 min,2 to 5 hours,1,no,no,no,yes,yes,yes,average,average,high,average,8,F
F,U,T,elementary,elementary,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,good,average,average,average,0,D
M,R,T,junior high,junior high,30 min to 1 hr,<2 hours,1,no,yes,no,no,yes,no,good,high,very high,very good,0,F
F,R,T,elementary,elementary,30 min to 1 hr,2 to 5 hours,0,no,yes,no,no,yes,no,excellent,average,low,very bad,0,A
F,R,T,junior high,junior high,15 to 30 min,2 to 5 hours,0,no,yes,no,yes,yes,no,excellent,average,low,very bad,0,A
F,U,A,elementary,none,15 to 30 min,2 to 5 hours,0,no,no,no,no,yes,yes,good,high,very high,good,1,F
F,R,T,elementary,elementary,<15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,good,average,low,very good,9,F
F,U,T,high school,elementary,<15 min,<2 hours,0,no,no,no,yes,yes,no,average,very low,average,very bad,0,F
F,U,T,high school,junior high,<15 min,<2 hours,0,no,no,no,no,yes,no,average,very low,average,average,2,F
F,U,T,elementary,elementary,15 to 30 min,2 to 5 hours,0,yes,no,no,no,yes,no,bad,average,very high,average,8,F
F,R,T,college,college,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,good,average,average,bad,0,A
F,R,T,elementary,junior high,15 to 30 min,<2 hours,0,no,no,no,yes,yes,no,excellent,high,very high,bad,0,B
F,U,A,junior high,college,<15 min,2 to 5 hours,1,no,yes,no,no,yes,no,bad,average,low,very bad,8,F
M,R,T,junior high,elementary,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,no,excellent,low,very low,bad,0,F
F,U,T,elementary,elementary,30 min to 1 hr,2 to 5 hours,0,no,yes,no,no,yes,no,good,average,low,very good,6,F
F,R,T,junior high,high school,15 to 30 min,2 to 5 hours,0,no,yes,no,yes,yes,no,average,average,average,bad,0,D
F,U,T,college,college,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,good,average,high,average,4,F
M,U,T,college,college,<15 min,10 hours,0,no,yes,no,yes,no,yes,excellent,very high,very high,very good,2,F
F,R,T,high school,college,30 min to 1 hr,2 to 5 hours,0,no,yes,no,no,yes,no,good,low,very low,bad,2,F
M,U,T,college,college,<15 min,5 to 10 hours,0,no,yes,no,no,yes,no,good,high,average,very good,0,A
F,R,T,college,elementary,<15 min,<2 hours,0,no,no,no,no,yes,yes,good,low,average,very good,1,B
M,U,T,junior high,junior high,>1 hour,5 to 10 hours,0,no,no,no,no,yes,no,excellent,very low,average,average,0,F
F,R,T,junior high,junior high,<15 min,<2 hours,0,no,yes,yes,no,yes,no,excellent,very low,average,very good,5,F
F,U,T,college,college,15 to 30 min,<2 hours,0,no,yes,no,no,yes,no,excellent,very low,average,very good,1,D
M,U,T,high school,high school,<15 min,<2 hours,0,no,yes,no,yes,yes,no,good,very low,high,average,8,A
M,U,T,elementary,elementary,30 min to 1 hr,2 to 5 hours,0,no,no,no,no,yes,yes,excellent,very low,average,very bad,0,D
M,U,T,junior high,elementary,15 to 30 min,2 to 5 hours,0,no,no,no,no,yes,yes,good,low,low,very good,2,F
F,U,T,junior high,elementary,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,average,low,low,average,0,A
M,U,T,college,college,<15 min,<2 hours,0,no,yes,no,no,yes,no,good,very low,low,very good,0,C
M,R,T,elementary,junior high,30 min to 1 hr,2 to 5 hours,0,no,yes,no,yes,yes,no,excellent,very high,very high,very good,11,D
M,U,A,junior high,junior high,30 min to 1 hr,10 hours,0,no,yes,no,yes,yes,no,excellent,high,very high,very good,8,B
M,U,A,junior high,elementary,<15 min,<2 hours,0,no,no,no,yes,yes,no,good,average,average,very good,11,C
F,R,T,junior high,junior high,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,good,average,average,very good,2,D
F,U,T,college,elementary,15 to 30 min,2 to 5 hours,0,no,yes,no,yes,yes,no,very bad,low,high,very bad,8,D
F,U,T,high school,junior high,15 to 30 min,<2 hours,0,no,no,no,no,yes,yes,good,average,average,very bad,5,D
F,R,T,junior high,junior high,15 to 30 min,2 to 5 hours,0,yes,no,yes,no,yes,no,excellent,very low,average,very good,0,F
F,U,T,college,college,15 to 30 min,5 to 10 hours,0,no,yes,no,no,yes,yes,excellent,average,very high,very good,1,C
M,R,T,college,college,30 min to 1 hr,<2 hours,3,no,no,no,yes,yes,yes,average,average,average,very good,2,F
M,R,T,elementary,high school,15 to 30 min,<2 hours,0,no,no,no,yes,yes,yes,excellent,very low,low,very good,2,C
M,U,T,high school,college,<15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,excellent,high,high,very good,8,F
F,U,T,college,college,<15 min,2 to 5 hours,0,no,yes,no,no,yes,no,excellent,low,very high,very good,0,A
M,R,T,college,elementary,<15 min,<2 hours,0,no,no,no,no,yes,no,good,very low,low,bad,0,D
F,U,A,elementary,elementary,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,good,very high,very high,average,2,D
F,R,T,college,junior high,15 to 30 min,2 to 5 hours,0,yes,yes,no,no,yes,no,good,average,average,very good,0,A
M,U,A,junior high,junior high,15 to 30 min,2 to 5 hours,0,no,yes,no,no,yes,yes,good,very low,low,very good,0,C
M,U,T,high school,junior high,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,no,good,very low,low,very bad,0,C
M,U,T,elementary,elementary,<15 min,2 to 5 hours,2,no,yes,no,yes,no,no,good,high,average,good,2,F
M,U,A,elementary,none,<15 min,<2 hours,0,no,no,no,no,yes,yes,good,very low,low,very good,4,C
F,R,T,elementary,elementary,15 to 30 min,<2 hours,0,no,yes,no,yes,no,yes,average,very high,very high,good,3,D
F,R,T,elementary,junior high,<15 min,5 to 10 hours,0,yes,yes,no,no,yes,yes,good,average,high,average,5,C
M,R,T,elementary,junior high,<15 min,<2 hours,0,no,no,no,no,yes,no,good,high,high,very good,4,D
F,R,T,high school,elementary,15 to 30 min,2 to 5 hours,3,no,yes,no,yes,yes,yes,excellent,high,high,very good,2,F
M,R,T,junior high,junior high,15 to 30 min,<2 hours,0,no,no,no,yes,no,yes,excellent,very high,very high,very good,0,D
M,R,T,elementary,none,30 min to 1 hr,<2 hours,1,yes,yes,no,no,yes,no,good,average,low,good,0,C
M,R,T,elementary,elementary,15 to 30 min,<2 hours,0,no,yes,no,yes,yes,yes,good,very high,very high,bad,0,F
M,U,T,elementary,elementary,15 to 30 min,2 to 5 hours,0,no,yes,no,yes,yes,no,good,average,average,very good,6,F
F,R,T,junior high,junior high,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,excellent,high,average,very bad,0,C
M,U,T,junior high,junior high,<15 min,<2 hours,1,no,no,no,yes,yes,yes,very bad,low,very low,very good,0,F
M,R,T,high school,junior high,15 to 30 min,<2 hours,0,no,no,no,no,yes,no,good,very high,very high,very good,2,F
M,R,T,elementary,elementary,15 to 30 min,<2 hours,0,no,no,no,yes,yes,no,good,very high,very high,very good,0,A
M,R,T,elementary,elementary,15 to 30 min,<2 hours,1,no,yes,no,no,no,yes,excellent,average,average,very good,2,F
M,R,T,high school,junior high,<15 min,<2 hours,1,no,no,no,no,no,no,bad,average,very low,very good,0,F
M,U,T,high school,junior high,15 to 30 min,<2 hours,3,no,no,no,yes,yes,no,average,low,very low,average,4,A
M,U,T,high school,high school,<15 min,2 to 5 hours,2,no,yes,no,yes,no,no,good,high,very high,average,9,F
M,R,T,junior high,junior high,15 to 30 min,<2 hours,0,no,yes,no,yes,yes,yes,excellent,high,average,good,6,F
M,U,T,junior high,elementary,15 to 30 min,<2 hours,3,no,no,no,yes,no,yes,good,high,average,very good,4,F
F,U,A,high school,junior high,15 to 30 min,2 to 5 hours,2,no,yes,no,yes,yes,yes,bad,very high,very high,very bad,8,F
F,U,T,elementary,elementary,<15 min,<2 hours,0,no,yes,no,yes,yes,no,good,average,low,very good,9,F
M,R,T,elementary,elementary,15 to 30 min,<2 hours,1,no,yes,no,no,no,yes,good,high,average,good,12,D
F,R,A,college,high school,<15 min,<2 hours,0,no,yes,no,no,yes,no,excellent,high,high,bad,8,D
M,R,T,high school,junior high,15 to 30 min,<2 hours,0,no,yes,no,no,yes,no,bad,very high,very high,very good,8,D
M,R,T,elementary,elementary,30 min to 1 hr,2 to 5 hours,1,no,no,no,no,yes,no,excellent,high,high,bad,8,F
M,U,T,high school,high school,15 to 30 min,2 to 5 hours,1,no,yes,no,no,yes,no,good,very high,high,average,4,F
M,U,T,elementary,high school,<15 min,<2 hours,0,no,no,no,no,no,yes,good,average,average,average,0,A
M,R,T,elementary,elementary,30 min to 1 hr,<2 hours,1,no,yes,no,no,yes,no,good,high,high,very good,4,F
F,U,A,elementary,junior high,15 to 30 min,2 to 5 hours,2,no,yes,no,no,yes,no,good,average,average,very good,2,F
F,U,A,elementary,elementary,<15 min,<2 hours,0,no,yes,no,no,no,no,very bad,high,high,very good,0,F
F,R,T,junior high,junior high,15 to 30 min,<2 hours,1,no,no,no,no,no,yes,excellent,very high,very high,average,0,F
F,R,T,none,none,15 to 30 min,<2 hours,0,no,yes,no,no,yes,no,good,high,average,very good,0,D
F,R,A,high school,elementary,15 to 30 min,5 to 10 hours,0,no,yes,yes,no,no,no,good,low,average,average,5,F
F,U,T,college,junior high,<15 min,2 to 5 hours,0,yes,yes,no,yes,yes,no,excellent,very high,very high,very good,0,F
F,R,T,junior high,junior high,<15 min,2 to 5 hours,1,no,yes,no,yes,yes,no,bad,average,average,good,3,F
F,U,T,college,elementary,<15 min,<2 hours,0,no,yes,no,no,yes,yes,average,low,low,very good,0,A
F,U,T,elementary,junior high,<15 min,<2 hours,0,no,no,no,no,yes,no,excellent,very high,very low,average,0,D
F,U,T,elementary,elementary,30 min to 1 hr,2 to 5 hours,2,no,no,no,yes,yes,yes,average,high,high,very good,3,F
F,U,T,junior high,junior high,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,no,good,average,very high,very bad,2,B
F,U,T,high school,high school,15 to 30 min,<2 hours,0,no,yes,no,no,yes,no,good,high,average,good,0,C
F,U,A,elementary,junior high,15 to 30 min,2 to 5 hours,0,no,no,no,no,yes,no,good,high,average,good,0,B
F,U,T,college,college,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,no,good,average,very high,very bad,0,A
M,U,T,college,college,<15 min,<2 hours,0,no,yes,no,yes,yes,no,excellent,high,very high,very good,3,A
F,U,T,college,junior high,15 to 30 min,2 to 5 hours,0,no,yes,no,no,yes,no,good,average,average,good,0,A
F,R,T,junior high,junior high,30 min to 1 hr,2 to 5 hours,1,no,no,no,yes,yes,yes,good,average,average,good,0,F
M,U,T,elementary,junior high,15 to 30 min,<2 hours,0,no,yes,no,no,yes,no,good,very low,high,very bad,8,D
M,R,T,college,college,30 min to 1 hr,<2 hours,0,no,yes,yes,yes,yes,yes,bad,very high,very high,very bad,5,B
M,R,T,elementary,elementary,30 min to 1 hr,<2 hours,0,no,no,no,no,no,no,good,low,average,good,4,B
F,U,T,junior high,junior high,15 to 30 min,2 to 5 hours,0,no,yes,no,no,yes,yes,very bad,average,very low,bad,4,F
F,U,T,junior high,junior high,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,yes,excellent,high,very high,average,0,C
F,R,A,college,junior high,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,excellent,average,very low,very good,0,F
F,U,T,elementary,elementary,30 min to 1 hr,2 to 5 hours,1,no,no,no,no,no,no,good,high,low,bad,2,D
F,U,T,elementary,elementary,15 to 30 min,<2 hours,1,no,no,no,no,no,no,excellent,very high,very high,bad,0,F
F,U,T,college,junior high,15 to 30 min,10 hours,0,no,no,no,no,yes,yes,good,low,average,very good,0,A
F,R,A,junior high,elementary,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,yes,excellent,average,average,bad,5,C
F,U,A,elementary,elementary,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,excellent,low,average,average,2,D
F,U,T,elementary,junior high,15 to 30 min,2 to 5 hours,0,no,yes,no,no,no,no,good,very low,very low,good,0,C
F,R,A,elementary,elementary,15 to 30 min,2 to 5 hours,3,no,yes,no,yes,no,yes,average,very high,high,very bad,0,F
F,R,T,junior high,junior high,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,yes,good,low,very low,good,5,B
M,R,T,college,high school,15 to 30 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,good,very high,very high,bad,4,D
F,U,T,high school,high school,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,excellent,average,high,very good,0,D
F,R,T,college,college,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,no,good,average,average,very good,2,C
F,U,A,high school,junior high,15 to 30 min,2 to 5 hours,0,no,no,no,no,yes,yes,very bad,low,average,very good,0,B
M,U,T,elementary,elementary,15 to 30 min,<2 hours,0,no,no,no,no,yes,yes,average,average,low,average,2,B
F,U,T,elementary,elementary,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,no,excellent,average,low,good,0,A
F,R,A,elementary,junior high,30 min to 1 hr,2 to 5 hours,0,no,no,no,no,yes,yes,good,average,high,very good,0,B
F,U,T,high school,high school,15 to 30 min,2 to 5 hours,0,no,yes,no,no,yes,yes,good,average,low,average,6,C
F,U,T,college,college,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,bad,average,high,very bad,4,B
F,R,T,elementary,junior high,15 to 30 min,2 to 5 hours,0,no,no,no,no,yes,no,average,low,low,average,0,C
M,R,T,elementary,high school,15 to 30 min,2 to 5 hours,0,no,yes,yes,no,yes,no,average,average,high,average,0,A
M,U,T,college,college,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,yes,good,low,low,very good,0,A
F,R,T,elementary,elementary,30 min to 1 hr,<2 hours,1,no,yes,no,no,yes,yes,excellent,low,very low,very bad,0,F
F,U,T,junior high,high school,15 to 30 min,<2 hours,0,no,yes,no,no,yes,yes,excellent,low,average,good,0,D
F,R,T,college,college,30 min to 1 hr,2 to 5 hours,0,no,yes,no,no,yes,yes,average,low,low,very good,0,F
M,R,T,elementary,junior high,30 min to 1 hr,<2 hours,0,no,yes,no,yes,no,yes,good,average,average,average,3,D
F,U,T,junior high,junior high,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,average,high,average,average,8,C
F,R,T,elementary,junior high,<15 min,<2 hours,0,no,no,no,yes,yes,no,average,very high,very high,very bad,4,F
F,R,T,college,college,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,no,excellent,high,high,very bad,0,A
F,R,T,elementary,elementary,>1 hour,5 to 10 hours,0,no,no,no,no,yes,no,good,average,low,good,4,C
F,R,T,elementary,elementary,15 to 30 min,2 to 5 hours,1,no,yes,no,no,yes,yes,good,average,average,average,4,F
F,R,T,college,college,<15 min,2 to 5 hours,0,no,no,no,yes,yes,no,excellent,high,average,bad,1,B
F,U,T,high school,high school,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,good,very low,average,very bad,1,A
F,R,T,high school,elementary,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,no,good,very high,high,very bad,10,F
M,U,T,college,college,<15 min,2 to 5 hours,0,no,no,no,yes,yes,no,average,low,high,bad,4,A
M,R,T,junior high,elementary,15 to 30 min,<2 hours,0,no,no,no,yes,yes,yes,good,high,average,very good,0,F
M,U,T,junior high,high school,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,no,good,high,average,average,4,A
M,R,T,elementary,elementary,15 to 30 min,<2 hours,1,no,no,no,no,yes,no,good,average,low,very good,0,F
M,R,T,college,junior high,15 to 30 min,<2 hours,1,no,no,yes,no,yes,no,excellent,high,average,average,0,F
F,R,T,junior high,junior high,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,no,excellent,average,average,good,0,B
F,U,T,college,high school,15 to 30 min,2 to 5 hours,0,no,no,no,no,yes,no,excellent,very high,high,very bad,0,F
F,R,T,college,college,30 min to 1 hr,<2 hours,0,no,yes,no,yes,yes,yes,good,high,average,very good,4,F
F,R,T,junior high,high school,<15 min,5 to 10 hours,1,no,no,no,yes,yes,no,excellent,high,low,very good,4,D
F,U,T,high school,elementary,<15 min,2 to 5 hours,0,no,yes,no,no,yes,no,good,average,high,very bad,4,A
F,U,T,elementary,elementary,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,no,very bad,very low,very low,very good,6,A
M,U,T,high school,elementary,15 to 30 min,<2 hours,0,no,no,no,no,yes,no,bad,high,very high,bad,6,D
M,R,T,high school,junior high,30 min to 1 hr,<2 hours,0,no,no,no,no,yes,no,good,high,very low,very good,4,D
